event_type,initial_speed,plate_x,plate_z,pitch_name,pitch_type
swinging_strike,86.5,-0.835,2.191,Changeup,CH
foul,89.8,-0.204,3.494,Four-seam FB,FF
foul,83.2,0.765,2.561,Slider,SL
hit_into_play,87.517,0.009,3.028,Slider,SL
foul,81.4,-1.025,2.473,Changeup,CH
hit_into_play,93.545,-1.056,2.458,Sinker,SI
hit_into_play,91.7,0.123,3.691,Four-seam FB,FF
foul,86,-0.922,1.953,Changeup,CH
swinging_strike,88.9,-0.126,3.5,Cutter,FC
foul,75.266,-0.05,3.054,Curveball,CU
hit_into_play,77.6,0.394,1.039,Changeup,CH
foul,78,1.024,1.683,Curveball,CU
foul,93.4,0.29,2.79,Four-seam FB,FF
swinging_strike,79.8,0.504,1.508,Slider,SL
hit_into_play,89,-0.928,2.78,Four-seam FB,FF
foul,86.4,-0.085,1.93,Slider,SL
foul,91.7,0.632,3.307,Four-seam FB,FF
hit_into_play,90.6,-1.203,2.875,Four-seam FB,FF
hit_into_play,85.1,1.117,2.117,Slider,SL
foul,74.9,-0.409,0.37,Curveball,CU
hit_into_play,87.3,0.332,2.269,Changeup,CH
hit_into_play,91.7,0.393,1.505,Four-seam FB,FF
hit_into_play,95.8,-0.655,2.598,Four-seam FB,FF
foul,90.2,0.352,3.593,Four-seam FB,FF
foul,95.4,0.104,3.336,Two-seam FB,FT
hit_into_play,89.1,0.908,2.439,Slider,SL
swinging_strike,85.3,0.127,1.812,Slider,SL
foul,88.3,-0.488,2.744,Cutter,FC
swinging_strike,93.6,-1.488,2.007,Two-seam FB,FT
swinging_strike,87.6,-1.378,1.592,Changeup,CH
foul,91.4,-0.052,2.462,Four-seam FB,FF
hit_into_play,96.2,0.206,3.128,Four-seam FB,FF
hit_into_play,94,-0.134,2.218,Sinker,SI
hit_into_play,92.4,0.323,1.606,Four-seam FB,FF
foul,92.858,0.348,2.934,Sinker,SI
hit_into_play,83.5,0.161,1.505,Changeup,CH
hit_into_play,79.905,1.088,1.632,Curveball,CU
hit_into_play,81.4,0.471,1.993,Curveball,CU
swinging_strike,93,-0.566,3.115,Four-seam FB,FF
foul,91.2,-0.056,3.479,Four-seam FB,FF
swinging_strike,83.3,-0.283,3.029,Four-seam FB,FF
hit_into_play,90.8,-0.384,2.261,Four-seam FB,FF
foul,90.2,-0.018,2.508,Two-seam FB,FT
hit_into_play,86.8,0.416,1.919,Cutter,FC
foul,88.1,0.288,2.992,Four-seam FB,FF
hit_into_play,94.084,0.478,1.971,Four-seam FB,FF
foul,93.263,-1.291,1.983,Four-seam FB,FF
hit_into_play,84.1,0.408,1.939,Slider,SL
hit_into_play,91.5,-1.329,1.799,Two-seam FB,FT
swinging_strike,75.4,-0.17,1.403,Curveball,CU
foul,83.5,0.195,2.566,Slider,SL
hit_into_play,89.2,-0.373,3.151,Sinker,SI
hit_into_play,94.4,-0.293,2.581,Sinker,SI
foul,88,-0.614,2.449,Slider,SL
foul,89.8,-0.368,1.987,Sinker,SI
foul,91.3,1.053,1.591,Four-seam FB,FF
foul,94.062,-0.155,2.801,Four-seam FB,FF
foul,92.101,-0.171,2.626,Four-seam FB,FF
foul,77,0.13,0.961,Curveball,CU
foul,92,-0.671,2.153,Two-seam FB,FT
hit_into_play,88.4,0.038,2.693,Four-seam FB,FF
hit_into_play,93.4,-0.632,2.609,Four-seam FB,FF
hit_into_play,80,-0.381,2.073,Slider,SL
hit_into_play,85.4,0.145,2.311,Slider,SL
foul,94.1,-0.087,2.418,Four-seam FB,FF
hit_into_play,91.7,0.632,3.299,Four-seam FB,FF
swinging_strike,86.4,1.494,1.752,Cutter,FC
foul,92.3,0.25,1.48,Cutter,FC
swinging_strike,85.3,0.42,1.23,Slider,SL
hit_into_play,96.9,0.345,2.64,Four-seam FB,FF
hit_into_play,78.2,-0.059,2.257,Curveball,CU
foul,80.5,-0.353,2.379,Curveball,CU
hit_into_play,87.5,-0.5,3.29,Sinker,SI
hit_into_play,93.3,0.04,2.307,Sinker,SI
foul,94.167,-0.655,2.179,Four-seam FB,FF
hit_into_play,83.5,0.472,2.414,Slider,SL
hit_into_play,91.5,-0.068,1.749,Sinker,SI
swinging_strike,74.1,0.648,1.59,Curveball,CU
swinging_strike,96.2,-0.649,1.37,Two-seam FB,FT
hit_into_play,90.1,-0.987,2.936,Sinker,SI
hit_into_play,97.2,0.36,3.12,Four-seam FB,FF
hit_into_play,87.6,-0.197,2.125,Sinker,SI
foul,91,0.68,2.11,Two-seam FB,FT
foul,82.7,0.707,2.436,Slider,SL
hit_into_play,93.5,-0.262,1.745,Two-seam FB,FT
hit_into_play,82.576,-0.2,2.122,Slider,SL
foul,90.1,-0.092,1.287,Four-seam FB,FF
hit_into_play,77.7,0.948,2.411,Curveball,CU
foul,78.1,-0.432,1.124,Curveball,CU
foul,92,-0.185,2.308,Four-seam FB,FF
foul,94.123,-1.107,2.199,Sinker,SI
swinging_strike,94.5,-0.533,3.054,Four-seam FB,FF
foul,92.3,-0.84,2.91,Four-seam FB,FF
foul,95.2,0.647,3.099,Four-seam FB,FF
foul,84.2,0.244,1.648,Slider,SL
foul,92.8,0.287,2.763,Cutter,FC
swinging_strike,92.9,0.588,3.061,Cutter,FC
hit_into_play,90.3,-0.444,2.2,Four-seam FB,FF
foul,84,0.51,2.297,Curveball,CU
foul,85.9,-0.133,1.995,Slider,SL
hit_into_play,87.7,0.382,1.648,Changeup,CH
hit_into_play,91.2,-0.482,1.917,Two-seam FB,FT
hit_into_play,78,1.258,1.25,Slider,SL
foul,90.6,1.122,2.156,Cutter,FC
foul,92.96,-0.301,2.768,Four-seam FB,FF
swinging_strike,82.7,-0.09,2.223,Slider,SL
foul,76.9,0.297,1.832,Curveball,CU
hit_into_play,78.7,-0.037,1.989,Slider,SL
foul,84.6,-1.041,2.629,Changeup,CH
foul,87.6,-0.274,1.96,Slider,SL
hit_into_play,90.8,-0.453,2.134,Four-seam FB,FF
swinging_strike,85.5,1.234,1.113,Slider,SL
hit_into_play,80.621,-0.084,2.199,Slider,SL
foul,90,-0.253,3.315,Sinker,SI
swinging_strike,73.91,0.383,1.835,Curveball,CU
swinging_strike,80.5,0.093,1.995,Curveball,CU
foul,90.37,-0.934,3.282,Sinker,SI
hit_into_play,85.668,0.936,2.449,Slider,SL
foul,95.6,0.781,2.174,Four-seam FB,FF
foul,84.538,0.329,3.278,Slider,SL
foul,93.6,-0.493,1.658,Two-seam FB,FT
hit_into_play,85.1,0.228,1.985,Slider,SL
swinging_strike,78.704,0.585,1.599,Slider,SL
swinging_strike,89.5,0.264,1.59,Slider,SL
hit_into_play,88.3,-0.944,2.804,Sinker,SI
hit_into_play,86.1,0.585,1.391,Changeup,CH
hit_into_play,88.726,-0.648,2.559,Slider,SL
swinging_strike,82.7,1.694,0.211,Slider,SL
foul,82.1,0.29,2.083,Slider,SL
foul,78.7,-0.131,1.883,Changeup,CH
foul,77.389,0.884,1.198,Curveball,CU
hit_into_play,91.2,-0.225,3.349,Two-seam FB,FT
foul,94.1,0.098,2.816,Sinker,SI
hit_into_play,90.5,0.427,3.187,Four-seam FB,FF
swinging_strike,74.7,1.028,2.351,Curveball,CU
foul,90.411,-1.272,2.329,Sinker,SI
hit_into_play,76.5,0.162,1.281,Curveball,CU
foul,74.3,0.75,2.095,Curveball,CU
hit_into_play,90.664,0.363,2.386,Two-seam FB,FT
foul,88.9,-0.791,3.378,Sinker,SI
swinging_strike,86.5,0.704,0.743,Cutter,FC
foul,88.5,-0.187,1.932,Changeup,CH
foul,90.4,0.225,2.571,Four-seam FB,FF
hit_into_play,80.2,0.145,1.684,Changeup,CH
hit_into_play,84.757,-0.264,2.196,Slider,SL
foul,93,0.096,1.9,Four-seam FB,FF
hit_into_play,76.1,0.18,2.147,Curveball,CU
hit_into_play,90.5,0.319,3.49,Four-seam FB,FF
foul,91.2,0.691,3.772,Four-seam FB,FF
hit_into_play,91.4,-0.15,2.732,Two-seam FB,FT
foul,92.75,0.064,2.079,Four-seam FB,FF
swinging_strike,74.3,0.078,1.963,Slider,SL
foul,94.6,0.268,2.282,Four-seam FB,FF
foul,89.3,0.72,2.237,Four-seam FB,FF
foul,96.4,-0.427,3.93,Four-seam FB,FF
hit_into_play,88.499,0.393,1.905,Slider,SL
hit_into_play,73.8,0.575,2.134,Curveball,CU
swinging_strike,89.6,0.264,2.441,Four-seam FB,FF
foul,82.2,-0.307,2.556,Slider,SL
foul,94.537,0.763,2.424,Four-seam FB,FF
foul,79.8,-0.524,2.348,Changeup,CH
foul,90.8,-0.109,1.794,Sinker,SI
swinging_strike,74.6,-0.107,1.173,Curveball,CU
swinging_strike,95.8,-1.235,1.765,Four-seam FB,FF
swinging_strike,83.4,1.216,1.092,Slider,SL
foul,90.7,-0.714,2.945,Four-seam FB,FF
foul,94.224,0.834,1.989,Cutter,FC
swinging_strike,83,0.525,1.322,Cutter,FC
foul,94.6,0.685,2.537,Four-seam FB,FF
hit_into_play,91.7,0.402,2.969,Four-seam FB,FF
foul,84.639,1.152,1.525,Slider,SL
hit_into_play,89.042,-0.198,2.761,Sinker,SI
swinging_strike,96.7,-0.828,2.508,Four-seam FB,FF
foul,90.7,-0.255,1.674,Four-seam FB,FF
swinging_strike,84.5,0.664,1.521,Slider,SL
hit_into_play,97.5,-0.53,3.013,Four-seam FB,FF
swinging_strike,79,0.133,2.865,Slider,SL
swinging_strike,87.9,1.117,1.475,Cutter,FC
foul,86.3,0.395,2.154,Four-seam FB,FF
hit_into_play,95.289,-0.085,1.472,Four-seam FB,FF
hit_into_play,90.7,-0.715,2.332,Sinker,SI
hit_into_play,94.727,0.026,2.612,Four-seam FB,FF
swinging_strike,74.1,0.044,2.648,Knuckleball,KN
foul,83.7,0.398,2.515,Slider,SL
foul,80,0.351,2.83,Slider,SL
hit_into_play,90.3,0.545,2.045,Two-seam FB,FT
foul,98.3,0.476,2.348,Four-seam FB,FF
hit_into_play,87.6,0.279,1.387,Slider,SL
foul,74.9,-0.148,1.713,Curveball,CU
foul,93.2,0.939,1.555,Four-seam FB,FF
swinging_strike,91.3,-0.74,1.733,Cutter,FC
foul,80.2,0.112,2.781,Curveball,CU
hit_into_play,85.939,0.827,2.55,Slider,SL
swinging_strike,86.781,1.428,1.155,Slider,SL
hit_into_play,86.889,-0.205,1.512,Four-seam FB,FF
hit_into_play,91.3,0.265,1.96,Slider,SL
foul,90.4,-0.41,2.007,Two-seam FB,FT
swinging_strike,85.865,0.501,2.3,Slider,SL
foul,94,0.429,3.754,Four-seam FB,FF
foul,89,0.028,1.981,Four-seam FB,FF
hit_into_play,94.7,-0.864,2.254,Four-seam FB,FF
hit_into_play,88.5,-0.731,1.669,Slider,SL
foul,85.9,-0.035,1.213,Slider,SL
swinging_strike,93.402,-0.75,3.151,Cutter,FC
foul,80.4,-0.792,2.39,Splitter,FS
foul,81.478,0.263,3.707,Changeup,CH
swinging_strike,83.3,0.531,1.019,Slider,SL
hit_into_play,88.2,0.662,2.689,Cutter,FC
foul,87.8,-0.53,3.188,Sinker,SI
foul,87.4,1.11,2.772,Cutter,FC
hit_into_play,77.3,-0.65,1.11,Curveball,CU
foul,92.1,0.985,2.606,Cutter,FC
hit_into_play,91.764,-0.518,1.964,Four-seam FB,FF
foul,85.586,0.471,1.8,Slider,SL
foul,90.2,-0.22,2.394,Sinker,SI
foul,93.281,0.89,2.258,Four-seam FB,FF
hit_into_play,85.7,0.638,1.643,Changeup,CH
foul,94.2,0.484,2.879,Two-seam FB,FT
hit_into_play,90.8,-0.737,2.747,Four-seam FB,FF
hit_into_play,85.4,0.314,1.452,Changeup,CH
foul,93.1,0.611,1.884,Sinker,SI
swinging_strike,83.484,0.411,1.35,Slider,SL
hit_into_play,90.1,0.137,3.255,Four-seam FB,FF
foul,87.459,1.065,1.965,Cutter,FC
foul,84.4,0.73,2.17,Cutter,FC
hit_into_play,85.8,0.06,2.105,Slider,SL
foul,76.1,-0.647,1.951,Slider,SL
swinging_strike,96,-0.501,2.844,Four-seam FB,FF
foul,96.3,0.101,3.002,Four-seam FB,FF
swinging_strike,90.4,1.06,2.52,Slider,SL
swinging_strike,95.2,-0.425,3.571,Four-seam FB,FF
foul,90.3,0.827,2.795,Four-seam FB,FF
hit_into_play,74.668,0.225,3.049,Curveball,CU
swinging_strike,85.2,1.243,1.909,Slider,SL
hit_into_play,90.7,0.637,1.92,Slider,SL
hit_into_play,88.2,0.237,1.857,Two-seam FB,FT
swinging_strike,92.944,-0.587,3.202,Four-seam FB,FF
swinging_strike,76.854,0.513,2.111,Curveball,CU
foul,84.1,-0.577,1.439,Changeup,CH
hit_into_play,82.802,-0.05,1.83,Changeup,CH
foul,97.7,-0.316,1.617,Four-seam FB,FF
foul,93.577,1.163,1.635,Four-seam FB,FF
hit_into_play,94.3,-0.618,1.501,Two-seam FB,FT
hit_into_play,92.8,0.386,2.279,Four-seam FB,FF
hit_into_play,72.1,-0.281,2.281,Curveball,CU
hit_into_play,93.107,0.919,2.755,Four-seam FB,FF
foul,83.431,1.267,2.334,Sinker,SI
hit_into_play,75.1,0.356,2.679,Slider,SL
foul,85.645,0.761,2.099,Slider,SL
foul,85.8,0.051,2.066,Slider,SL
swinging_strike,80.3,0.826,1.275,Curveball,CU
foul,89.833,-0.199,3.099,Four-seam FB,FF
hit_into_play,82.8,0.178,1.368,Curveball,CU
foul,91.6,-0.714,3.419,Four-seam FB,FF
foul,93.8,0.47,2.874,Four-seam FB,FF
hit_into_play,82.261,0.122,2.582,Cutter,FC
foul,83.8,-0.228,2.154,Four-seam FB,FF
swinging_strike,79.958,0.377,1.308,Slider,SL
foul,97.9,0.889,2.333,Four-seam FB,FF
swinging_strike,88.1,1.165,0.947,Cutter,FC
hit_into_play,95.4,-0.209,2.59,Four-seam FB,FF
foul,88.2,-0.15,3.25,Sinker,SI
foul,85.6,-0.652,2.392,Slider,SL
foul,95.4,0.173,1.967,Four-seam FB,FF
hit_into_play,90.8,-0.742,2.27,Two-seam FB,FT
swinging_strike,93.2,1.109,2.075,Four-seam FB,FF
hit_into_play,86.016,0.956,2.492,Slider,SL
hit_into_play,79.9,-0.357,2.577,Slider,SL
swinging_strike,73.9,0.635,0.8,Curveball,CU
foul,90,-0.128,0.967,Sinker,SI
swinging_strike,85.7,0.177,1.878,Slider,SL
foul,94.6,-1.161,2.213,Two-seam FB,FT
hit_into_play,88.66,-0.671,2.926,Sinker,SI
foul,95.4,-0.704,1.507,Four-seam FB,FF
swinging_strike,81.604,1.008,1.892,Cutter,FC
hit_into_play,60.9,0.077,2.282,Curveball,CU
swinging_strike,91.4,-0.988,1.503,Two-seam FB,FT
swinging_strike,85.9,1.553,1.025,Cutter,FC
foul,92.1,0.329,2.211,Four-seam FB,FF
swinging_strike,92.3,0.878,2.31,Four-seam FB,FF
hit_into_play,91.3,-0.419,1.314,Two-seam FB,FT
hit_into_play,80.4,-0.099,1.382,Changeup,CH
hit_into_play,79,-0.738,2.883,Changeup,CH
swinging_strike,86,-1.345,1.685,Changeup,CH
foul,91.6,-0.537,1.957,Four-seam FB,FF
hit_into_play,89,0.456,2.378,Four-seam FB,FF
foul,91.992,-0.699,1.872,Sinker,SI
swinging_strike,82.7,0.722,1.458,Slider,SL
foul,90.4,-0.955,1.654,Two-seam FB,FT
foul,90.3,0.294,3.335,Cutter,FC
hit_into_play,81.282,0.123,2.107,Curveball,CU
hit_into_play,92.6,0.49,2.236,Four-seam FB,FF
hit_into_play,90.8,0.507,1.942,Two-seam FB,FT
swinging_strike,82.8,0.475,2.232,Slider,SL
swinging_strike,85.2,0.677,2.026,Slider,SL
swinging_strike,96.535,-0.177,3.416,Four-seam FB,FF
foul,93.1,0.285,2.637,Four-seam FB,FF
hit_into_play,92.7,0.223,1.949,Two-seam FB,FT
foul,94,0.246,2.438,Four-seam FB,FF
hit_into_play,88.8,-1.029,2.642,Splitter,FS
hit_into_play,77.8,-0.269,2.209,Slider,SL
hit_into_play,84.6,0.072,2.139,Slider,SL
swinging_strike,84.5,0.518,1.519,Cutter,FC
hit_into_play,90.806,-0.103,2.178,Four-seam FB,FF
foul,90.1,0.846,1.85,Four-seam FB,FF
foul,90.6,-0.05,2.4,Sinker,SI
foul,93.4,0.015,3.416,Four-seam FB,FF
hit_into_play,93.597,-0.776,2.691,Four-seam FB,FF
foul,91.578,-0.758,2.151,Two-seam FB,FT
hit_into_play,93.3,-0.223,1.195,Four-seam FB,FF
foul,91.5,-1.27,2.434,Four-seam FB,FF
foul,78.4,0.31,2.62,Curveball,CU
swinging_strike,97.7,-0.969,1.786,Four-seam FB,FF
hit_into_play,77,0.31,1.166,Curveball,CU
hit_into_play,85.2,0.732,1.387,Slider,SL
swinging_strike,88.7,1.33,1.297,Slider,SL
hit_into_play,84.225,0.464,2.325,Slider,SL
hit_into_play,90.4,1.145,2.916,Slider,SL
hit_into_play,91.982,-0.049,2.847,Four-seam FB,FF
foul,78,-0.566,2.178,Slider,SL
foul,93.3,-0.567,2.658,Four-seam FB,FF
swinging_strike,73.958,-0.541,1.56,Changeup,CH
foul,85.7,-1.04,1.588,Changeup,CH
hit_into_play,97.3,0.041,1.498,Four-seam FB,FF
hit_into_play,89,-0.34,1.731,Sinker,SI
hit_into_play,88.5,-0.711,2.188,Four-seam FB,FF
foul,82.7,0.504,1.663,Slider,SL
swinging_strike,88.6,0.182,1.623,Slider,SL
foul,75.521,0.528,2.654,Curveball,CU
foul,92.8,0.623,2.122,Four-seam FB,FF
foul,90.6,-1.273,2.863,Four-seam FB,FF
hit_into_play,80.6,1.262,1.647,Slider,SL
hit_into_play,87.8,-0.97,2.163,Sinker,SI
foul,97.7,-0.78,1.83,Four-seam FB,FF
foul,92.2,-1.288,2.615,Four-seam FB,FF
foul,89.1,0.444,2.808,Four-seam FB,FF
swinging_strike,80.5,1.22,1.664,Slider,SL
swinging_strike,94.6,-0.145,2.48,Four-seam FB,FF
hit_into_play,91.3,-0.26,2.54,Sinker,SI
hit_into_play,82.373,0.328,2.924,Cutter,FC
foul,90.4,0.204,1.908,Four-seam FB,FF
foul,85.242,0.43,2.153,Four-seam FB,FF
foul,91.4,-0.867,2.007,Four-seam FB,FF
foul,89.1,-1.146,2.192,Sinker,SI
foul,93,0.014,2.656,Four-seam FB,FF
hit_into_play,96.827,1.034,2.378,Four-seam FB,FF
foul,91.4,-0.693,1.974,Four-seam FB,FF
hit_into_play,85.9,-0.073,2.225,Slider,SL
foul,79.4,-0.139,4.076,Knuckleball,KN
hit_into_play,91.5,0.749,2.196,Two-seam FB,FT
foul,82.3,0.402,2.004,Curveball,CU
hit_into_play,76.817,0.195,1.095,Curveball,CU
swinging_strike,82.2,-0.186,1.435,Changeup,CH
hit_into_play,93.271,-0.405,2.715,Four-seam FB,FF
foul,90.2,-0.785,1.656,Sinker,SI
foul,95.5,-0.094,1.741,Four-seam FB,FF
hit_into_play,84.4,1.111,2.211,Slider,SL
swinging_strike,89.9,0.775,2.332,Four-seam FB,FF
hit_into_play,92.5,0.47,1.873,Cutter,FC
hit_into_play,91.972,-0.231,2.969,Sinker,SI
foul,98.4,-0.787,2.176,Four-seam FB,FF
hit_into_play,83.8,0.63,2.42,Slider,SL
swinging_strike,89.059,1.445,2.663,Slider,SL
hit_into_play,84.9,-0.223,1.966,Slider,SL
hit_into_play,93.3,0.064,2.725,Four-seam FB,FF
swinging_strike,98.3,-0.378,3.474,Four-seam FB,FF
foul,85.444,0.192,2.997,Four-seam FB,FF
foul,84.5,0.175,2.228,Slider,SL
swinging_strike,85.21,0.925,1.314,Slider,SL
swinging_strike,88.2,0.804,2.231,Cutter,FC
foul,92.5,0.861,3.66,Four-seam FB,FF
hit_into_play,83.8,0.346,1.543,Changeup,CH
swinging_strike,86.2,0.962,2.517,Four-seam FB,FF
hit_into_play,85.8,-0.218,1.669,Sinker,SI
hit_into_play,90.7,0.655,2.631,Sinker,SI
hit_into_play,92.4,0.487,3.197,Four-seam FB,FF
foul,91.105,0.467,3.327,Two-seam FB,FT
foul,87.262,0.529,1.736,Slider,SL
swinging_strike,91.4,0.66,2.547,Sinker,SI
swinging_strike,86.3,-0.064,2.976,Splitter,FS
hit_into_play,82.06,1.141,2.466,Cutter,FC
hit_into_play,94.8,-0.119,0.828,Four-seam FB,FF
hit_into_play,91.6,0.103,2.3,Four-seam FB,FF
swinging_strike,79,0.9,1.65,Curveball,CU
hit_into_play,93.3,-0.956,2.891,Two-seam FB,FT
hit_into_play,89.9,0.497,1.49,Four-seam FB,FF
swinging_strike,73.7,0.229,1.093,Curveball,CU
swinging_strike,90,-0.624,0.173,Two-seam FB,FT
swinging_strike,84.4,1.1,2.121,Slider,SL
hit_into_play,84.6,0.353,1.299,Slider,SL
foul,96.318,-0.609,3.408,Four-seam FB,FF
foul,90.7,-0.133,1.706,Four-seam FB,FF
foul,94.4,-0.42,2.12,Four-seam FB,FF
swinging_strike,83.1,0.38,2.07,Slider,SL
swinging_strike,80.3,1.012,0.318,Curveball,CU
hit_into_play,86.1,-0.618,2.649,Slider,SL
hit_into_play,93.2,-0.105,3.295,Four-seam FB,FF
foul,76.1,1.126,2.331,Curveball,CU
hit_into_play,87.071,-0.21,3.649,Four-seam FB,FF
swinging_strike,90,0.85,1.412,Cutter,FC
foul,92.2,-1.135,3.342,Four-seam FB,FF
foul,92.7,-0.812,2.105,Four-seam FB,FF
foul,89.8,0.206,2.348,Two-seam FB,FT
foul,89,0.34,2.5,Four-seam FB,FF
swinging_strike,91.1,0.86,2.619,Cutter,FC
hit_into_play,90.6,0.881,1.863,Two-seam FB,FT
foul,90.676,0.047,3.084,Four-seam FB,FF
foul,72.7,-0.575,2.213,Curveball,CU
foul,90.8,-1.162,2.774,Four-seam FB,FF
foul,78.5,0.291,1.314,Curveball,CU
swinging_strike,82.4,0.452,1.53,Slider,SL
swinging_strike,89.03,1.185,1.79,Four-seam FB,FF
foul,84.1,0.28,3.24,Slider,SL
hit_into_play,93.4,1.096,2.665,Four-seam FB,FF
hit_into_play,79.7,0.088,0.708,Four-seam FB,FF
hit_into_play,90.4,0.254,2.758,Four-seam FB,FF
hit_into_play,92.5,0.06,2.59,Four-seam FB,FF
hit_into_play,89.5,-0.377,2.046,Sinker,SI
swinging_strike,89.2,0.242,1.205,Slider,SL
foul,79.4,-0.791,2.862,Changeup,CH
hit_into_play,72.1,0.339,1.428,Curveball,CU
foul,92.4,0.047,3.061,Four-seam FB,FF
hit_into_play,93.7,-0.654,2.581,Four-seam FB,FF
hit_into_play,92.6,-0.066,2.224,Two-seam FB,FT
hit_into_play,82.2,-0.183,2.293,Slider,SL
swinging_strike,86.1,0.097,1.023,Slider,SL
swinging_strike,89.6,1.095,2.204,Slider,SL
swinging_strike,88.7,0.78,3.215,Cutter,FC
hit_into_play,85.7,-0.685,2.048,Changeup,CH
hit_into_play,80.9,0.365,2.685,Knuckle Curve,KC
swinging_strike,89.8,-0.004,2.979,Cutter,FC
hit_into_play,91.3,0.338,2.59,Sinker,SI
swinging_strike,79.9,1.19,2.05,Changeup,CH
foul,94,-0.133,3.62,Four-seam FB,FF
foul,83.9,0.387,2.924,Changeup,CH
foul,94.1,-0.267,2.524,Four-seam FB,FF
swinging_strike,96.552,-0.053,2.383,Four-seam FB,FF
foul,93.2,-0.597,3.415,Four-seam FB,FF
foul,85.9,-0.011,2.633,Slider,SL
foul,87.2,0.309,1.081,Cutter,FC
foul,93.9,0.566,1.801,Two-seam FB,FT
swinging_strike,84.7,0.55,0.815,Slider,SL
swinging_strike,80.886,-0.172,1.175,Curveball,CU
foul,85.1,0.497,1.318,Curveball,CU
hit_into_play,80.4,0.567,2.05,Curveball,CU
swinging_strike,76.9,0.043,1.796,Knuckleball,KN
foul,92.3,-0.118,1.677,Sinker,SI
foul,95.6,-0.676,2.967,Two-seam FB,FT
swinging_strike,84.297,-0.382,1.03,Changeup,CH
foul,93.4,0.283,2.779,Sinker,SI
hit_into_play,82.4,-0.708,2.549,Slider,SL
foul,94.6,0.465,1.812,Two-seam FB,FT
foul,91.3,-0.481,2.766,Two-seam FB,FT
foul,91.3,0.28,2.261,Four-seam FB,FF
foul,92.7,0.03,2.245,Two-seam FB,FT
hit_into_play,87.4,0.157,2.155,Slider,SL
swinging_strike,92.423,-0.673,3.181,Four-seam FB,FF
hit_into_play,81.7,0.1,1.676,Slider,SL
foul,91,0.481,2.644,Four-seam FB,FF
foul,91.8,-0.541,3.117,Four-seam FB,FF
swinging_strike,88.5,0.859,1.006,Slider,SL
hit_into_play,84.7,-0.14,1.925,Slider,SL
swinging_strike,84.6,0.129,1.505,Slider,SL
hit_into_play,90.3,-0.03,2.271,Two-seam FB,FT
swinging_strike,80.6,1.903,2.056,Slider,SL
foul,88.8,0.949,1.834,Cutter,FC
foul,92.7,-0.396,0.888,Sinker,SI
hit_into_play,84.5,0.585,1.318,Changeup,CH
hit_into_play,91.9,-0.744,1.846,Four-seam FB,FF
hit_into_play,88.8,0.821,1.928,Sinker,SI
hit_into_play,80.7,0.646,1.933,Slider,SL
foul,95.6,1.05,2.36,Four-seam FB,FF
swinging_strike,80.3,0.931,1.054,Changeup,CH
foul,92.3,0.149,3,Four-seam FB,FF
swinging_strike,94.3,-0.129,3.236,Four-seam FB,FF
hit_into_play,80.691,0.252,2.847,Changeup,CH
foul,86.758,0.597,2.031,Slider,SL
foul,77,0.05,2.16,Curveball,CU
hit_into_play,91.9,-0.93,2.521,Sinker,SI
swinging_strike,89.8,1.468,2.146,Slider,SL
foul,76.7,-0.867,1.239,Curveball,CU
swinging_strike,94.9,0.167,2.445,Four-seam FB,FF
hit_into_play,94.203,-0.179,1.889,Two-seam FB,FT
foul,80.547,-0.522,2.945,Slider,SL
foul,88.9,0.738,2.434,Four-seam FB,FF
hit_into_play,79.3,0.01,1.348,Changeup,CH
swinging_strike,86.868,-0.059,2.544,Cutter,FC
swinging_strike,91.2,-1.286,3.947,Four-seam FB,FF
hit_into_play,94.3,0.57,2.108,Four-seam FB,FF
foul,84.968,0.081,2.642,Slider,SL
foul,91.8,0.361,3.471,Four-seam FB,FF
foul,80.901,-0.01,2.025,Changeup,CH
swinging_strike,79.1,1.069,1.695,Curveball,CU
foul,91.9,-1.29,2.239,Four-seam FB,FF
hit_into_play,88.7,0.033,2.689,Sinker,SI
swinging_strike,83.5,0.475,1.402,Curveball,CU
foul,92.8,0.54,2.869,Four-seam FB,FF
foul,85,-0.473,2.148,Slider,SL
hit_into_play,91.3,-0.016,2.496,Four-seam FB,FF
hit_into_play,80.9,0.568,2.465,Slider,SL
swinging_strike,88.9,0.22,1.34,Slider,SL
swinging_strike,93.2,0.46,3.07,Four-seam FB,FF
swinging_strike,82.626,0.815,1.379,Slider,SL
swinging_strike,77.1,0.23,1.885,Knuckleball,KN
foul,92.1,0.402,2.812,Two-seam FB,FT
swinging_strike,91.6,-0.807,2.013,Two-seam FB,FT
hit_into_play,80.5,0.5,1.879,Slider,SL
foul,92.797,0.751,3.903,Slider,SL
swinging_strike,93.4,0.123,3.044,Two-seam FB,FT
foul,93.2,0.692,2.13,Two-seam FB,FT
hit_into_play,89.7,0.654,2.046,Slider,SL
swinging_strike,83.242,1.579,1.856,Cutter,FC
swinging_strike,83.2,0.138,1.855,Changeup,CH
foul,93.7,-0.541,1.608,Two-seam FB,FT
swinging_strike,93.68,-0.3,1.903,Four-seam FB,FF
foul,89.9,-1.034,3.292,Four-seam FB,FF
hit_into_play,80.7,0.238,2.015,Curveball,CU
swinging_strike,86.2,1.024,1.607,Slider,SL
hit_into_play,84.3,0.992,0.806,Changeup,CH
foul,85.5,0.116,2.235,Cutter,FC
swinging_strike,84.908,1.37,1.416,Slider,SL
hit_into_play,78,0.294,1.785,Changeup,CH
foul,93.25,-0.221,2.47,Four-seam FB,FF
