event_type,initial_speed,plate_x,plate_z,pitch_name,pitch_type
swinging_strike,93.4,1.119,1.299,Four-seam FB,FF
swinging_strike,86,0.721,1.388,Slider,SL
hit_into_play,84,0.625,2.585,Cutter,FC
hit_into_play,94.3,0.768,3.717,Four-seam FB,FF
foul,89.6,0.253,3.653,Four-seam FB,FF
foul,78.8,0.107,0.941,Curveball,CU
swinging_strike,91.218,0.215,3.336,Sinker,SI
swinging_strike,84.6,0.777,1.061,Slider,SL
hit_into_play,82.924,0.188,2.37,Slider,SL
hit_into_play,90,0.963,2.342,Four-seam FB,FF
foul,90.4,0.154,2.545,Cutter,FC
hit_into_play,87.3,-0.053,2.284,Cutter,FC
foul,90.8,0.772,2.182,Four-seam FB,FF
swinging_strike,88.2,0.919,2.103,Cutter,FC
foul,95.7,-0.371,2.674,Four-seam FB,FF
hit_into_play,89.9,-0.003,1.933,Four-seam FB,FF
foul,78.9,-0.132,2.09,Slider,SL
swinging_strike,90.3,-0.866,3.516,Four-seam FB,FF
hit_into_play,79,-0.584,2.969,Curveball,CU
hit_into_play,73.5,0.119,1.797,Curveball,CU
foul,96.5,0.555,1.877,Four-seam FB,FF
foul,93,-0.629,3.023,Four-seam FB,FF
swinging_strike,84.9,0.655,2.097,Cutter,FC
hit_into_play,86.6,0.243,1.92,Slider,SL
swinging_strike,86.847,0.305,2.654,Sinker,SI
swinging_strike,83.634,0.954,1.815,Slider,SL
hit_into_play,83.9,-0.621,1.624,Changeup,CH
foul,90.7,0.54,2.333,Two-seam FB,FT
foul,80.1,0.308,1.817,Curveball,CU
foul,95.446,1.001,2.844,Four-seam FB,FF
hit_into_play,92.4,-0.252,1.809,Sinker,SI
hit_into_play,90.958,-0.011,1.958,Four-seam FB,FF
foul,88,0.077,2.553,Slider,SL
foul,84.5,0.057,1.535,Changeup,CH
hit_into_play,84.1,1.43,2.02,Cutter,FC
swinging_strike,76.984,1.106,1.505,Curveball,CU
swinging_strike,81.7,-0.67,0.45,Changeup,CH
hit_into_play,92.9,0.504,2.719,Sinker,SI
foul,70.397,0.774,2.255,Knuckleball,KN
swinging_strike,86.8,1.617,2.329,Slider,SL
swinging_strike,79.366,0.666,2.816,Slider,SL
swinging_strike,90.991,-0.959,1.211,Sinker,SI
swinging_strike,80.1,-0.867,1.273,Changeup,CH
swinging_strike,91.9,1.095,1.73,Cutter,FC
foul,89.4,-0.478,2.899,Four-seam FB,FF
swinging_strike,85.1,0.626,1.781,Slider,SL
swinging_strike,93,0.529,2.615,Four-seam FB,FF
hit_into_play,97.4,-1.137,2.436,Four-seam FB,FF
hit_into_play,78.7,0.11,2.741,Knuckle Curve,KC
foul,91.873,1.021,2.122,Four-seam FB,FF
foul,96.7,-0.082,2.749,Four-seam FB,FF
foul,91.7,0.368,3.65,Four-seam FB,FF
foul,95.104,-0.222,2.987,Four-seam FB,FF
foul,91.919,-0.45,2.415,Four-seam FB,FF
foul,89.434,0.647,2.875,Cutter,FC
hit_into_play,91.7,0.749,2.724,Sinker,SI
foul,93.5,-0.655,2.359,Sinker,SI
foul,90.1,-0.532,1.793,Two-seam FB,FT
hit_into_play,81.1,-1.194,2.183,Slider,SL
foul,76.4,0.48,3.227,Curveball,CU
swinging_strike,84.554,0.274,1.234,Slider,SL
foul,94.7,-0.797,3.212,Four-seam FB,FF
hit_into_play,91.203,-0.146,1.705,Two-seam FB,FT
foul,91.5,-0.14,1.812,Four-seam FB,FF
foul,91.5,-1.328,2.599,Sinker,SI
foul,94.9,0.489,2.186,Two-seam FB,FT
foul,95.4,-0.55,2.587,Two-seam FB,FT
hit_into_play,86.3,-0.021,2.395,Splitter,FS
hit_into_play,93.5,0.133,1.544,Four-seam FB,FF
swinging_strike,87.2,-0.56,2.978,Slider,SL
foul,91.4,0.496,2.282,Four-seam FB,FF
hit_into_play,95.177,0.933,1.542,Two-seam FB,FT
foul,95.4,0.153,2.752,Four-seam FB,FF
swinging_strike,84.6,0.927,1.554,Changeup,CH
hit_into_play,79.6,0.172,2.145,Slider,SL
foul,92.597,0.093,2.495,Four-seam FB,FF
swinging_strike,91.2,0.88,1.656,Slider,SL
hit_into_play,86.5,0.338,1.635,Cutter,FC
foul,81.9,-0.594,1.667,Slider,SL
swinging_strike,83.6,0.283,1.169,Slider,SL
swinging_strike,87.317,0.193,1.776,Slider,SL
foul,91.7,-0.585,2.88,Four-seam FB,FF
swinging_strike,83.8,0.926,1.92,Slider,SL
swinging_strike,83.482,1.484,0.997,Slider,SL
swinging_strike,83.77,-0.088,1.096,Slider,SL
swinging_strike,77,1.753,1.797,Slider,SL
foul,72.7,0.468,2.094,Curveball,CU
hit_into_play,75.9,-0.082,1.265,Curveball,CU
hit_into_play,83,0.32,2.444,Cutter,FC
foul,87.8,0.467,2.316,Slider,SL
swinging_strike,80.6,-0.669,3.146,Slider,SL
swinging_strike,93.6,0.531,2.205,Four-seam FB,FF
swinging_strike,88.2,0.706,1.481,Cutter,FC
foul,91.1,0.075,1.722,Four-seam FB,FF
hit_into_play,77.9,-0.59,1.93,Curveball,CU
hit_into_play,89.551,-0.651,2.472,Two-seam FB,FT
hit_into_play,75.6,0.371,1.871,Curveball,CU
swinging_strike,90.9,0.9,3.55,Four-seam FB,FF
foul,92.3,0.017,2.416,Four-seam FB,FF
foul,93.5,0.396,3.094,Four-seam FB,FF
swinging_strike,82.8,-0.897,1.128,Changeup,CH
foul,89.5,0.61,2.137,Slider,SL
foul,80.281,0.155,3.48,Cutter,FC
foul,98.1,0.409,3.497,Four-seam FB,FF
swinging_strike,95.4,-1.282,3.357,Four-seam FB,FF
hit_into_play,92.146,-0.68,2.719,Four-seam FB,FF
swinging_strike,76.6,0.82,1.54,Curveball,CU
foul,92.1,0.011,2.151,Four-seam FB,FF
swinging_strike,85.766,-0.846,3.291,Cutter,FC
foul,92.8,-0.481,2.945,Four-seam FB,FF
hit_into_play,95.6,-0.217,2.254,Four-seam FB,FF
foul,88.3,0.195,2.821,Slider,SL
hit_into_play,87,-0.298,2.453,Sinker,SI
hit_into_play,88.4,0.204,3.447,Cutter,FC
swinging_strike,94.2,0.317,3.176,Four-seam FB,FF
foul,93.3,-0.018,1.37,Four-seam FB,FF
hit_into_play,84.1,0.638,1.708,Slider,SL
foul,92.4,0.177,3.335,Four-seam FB,FF
foul,87.759,-0.041,2.19,Sinker,SI
foul,97.9,-0.19,2.03,Four-seam FB,FF
hit_into_play,90.3,-1.002,2.027,Four-seam FB,FF
foul,80.2,0.541,2.675,Slider,SL
hit_into_play,81.163,0.067,2.474,Slider,SL
foul,84,-0.707,1.53,Changeup,CH
foul,89.3,-0.328,2.331,Sinker,SI
foul,91.3,-0.109,3.698,Four-seam FB,FF
hit_into_play,87.5,0.198,2.043,Two-seam FB,FT
hit_into_play,91.6,-0.416,2.593,Sinker,SI
foul,91,0.921,2.579,Sinker,SI
foul,86.9,0.961,2.304,Four-seam FB,FF
swinging_strike,86.6,0.502,0.98,Slider,SL
foul,82,-0.362,1.874,Slider,SL
foul,91.6,0.257,2.91,Four-seam FB,FF
foul,91.1,-0.026,3.217,Four-seam FB,FF
hit_into_play,85.5,-0.183,2.356,Slider,SL
foul,90.3,-0.129,1.732,Four-seam FB,FF
foul,86.9,-0.487,1.651,Changeup,CH
foul,81.565,-0.925,2.447,Curveball,CU
foul,89.2,0.367,2.09,Four-seam FB,FF
hit_into_play,88.2,0.54,1.771,Cutter,FC
foul,87.7,-0.659,2.586,Cutter,FC
hit_into_play,83.8,0.286,3.188,Changeup,CH
hit_into_play,91,-1.534,2.408,Four-seam FB,FF
foul,95,-0.016,2.012,Four-seam FB,FF
foul,86.3,0.705,2.229,Slider,SL
foul,90.2,-0.438,2.25,Four-seam FB,FF
hit_into_play,91.1,-0.146,2.607,Sinker,SI
swinging_strike,89.511,0.917,2.686,Four-seam FB,FF
foul,92.5,-0.729,1.918,Two-seam FB,FT
foul,89.494,0.241,2.277,Four-seam FB,FF
foul,95.5,0.451,2.468,Two-seam FB,FT
foul,97.4,-0.324,3.675,Four-seam FB,FF
hit_into_play,90.9,1.038,2.386,Sinker,SI
hit_into_play,89.5,-0.863,1.909,Two-seam FB,FT
hit_into_play,86.9,0.317,3.224,Cutter,FC
foul,82.3,-0.27,2.42,Slider,SL
foul,90.7,-0.805,2.052,Sinker,SI
swinging_strike,77.777,1.038,1.535,Curveball,CU
swinging_strike,87.8,0.245,0.488,Sinker,SI
foul,87.2,-0.05,2.95,Slider,SL
foul,93.4,0.287,1.786,Four-seam FB,FF
foul,80.3,0.195,0.259,Changeup,CH
swinging_strike,81.3,0.18,1.583,Changeup,CH
foul,87.9,-0.64,2.37,Slider,SL
hit_into_play,89.3,0.276,1.727,Splitter,FS
swinging_strike,81.5,0.185,1.04,Changeup,CH
hit_into_play,90.936,0.234,1.598,Slider,SL
swinging_strike,84.3,1.638,1.596,Slider,SL
swinging_strike,87.644,0.359,1.241,Cutter,FC
hit_into_play,89.3,0.654,1.945,Sinker,SI
foul,90.6,-1.282,1.771,Sinker,SI
hit_into_play,97.6,-0.754,3.031,Four-seam FB,FF
foul,90.3,-0.088,2.753,Two-seam FB,FT
hit_into_play,84.1,0.451,1.35,Curveball,CU
foul,92.1,0.331,2.584,Cutter,FC
hit_into_play,75.3,-0.043,1.129,Curveball,CU
foul,92,-0.713,2.328,Two-seam FB,FT
foul,90.5,-1.673,2.342,Two-seam FB,FT
swinging_strike,87.2,1.739,1.301,Slider,SL
hit_into_play,90.4,-0.541,0.562,Four-seam FB,FF
hit_into_play,88.1,0.017,2.42,Slider,SL
foul,86.7,-1.214,2.872,Cutter,FC
swinging_strike,85,0.585,1.274,Slider,SL
foul,87.424,1.501,2.186,Cutter,FC
hit_into_play,83.209,0.88,1.644,Slider,SL
foul,97.5,0.551,2.54,Four-seam FB,FF
swinging_strike,95.7,0.147,2.767,Four-seam FB,FF
foul,94.066,0.223,3.332,Four-seam FB,FF
foul,93.265,0.65,2.401,Sinker,SI
foul,82.223,-0.153,3.029,Slider,SL
foul,92.754,-0.244,1.778,Sinker,SI
foul,89.5,-0.284,3.515,Four-seam FB,FF
foul,86.8,0.087,2.631,Slider,SL
foul,86.5,-0.371,3.708,Slider,SL
hit_into_play,91.706,-0.582,2.148,Sinker,SI
foul,93.2,0.807,1.75,Four-seam FB,FF
foul,89.8,0.409,1.845,Four-seam FB,FF
hit_into_play,90.3,-0.01,2.606,Sinker,SI
hit_into_play,92.3,0.209,1.969,Two-seam FB,FT
foul,88.1,0.273,2.981,Four-seam FB,FF
foul,81.4,0.079,2.154,Slider,SL
hit_into_play,88.497,0.282,2.735,Four-seam FB,FF
hit_into_play,93,0.669,1.837,Two-seam FB,FT
foul,91.8,0.719,2.728,Four-seam FB,FF
swinging_strike,84.27,1.238,0.996,Slider,SL
foul,77.1,0.558,2.639,Curveball,CU
foul,89.9,0.048,1.971,Sinker,SI
swinging_strike,96,-0.829,3.183,Four-seam FB,FF
hit_into_play,84.8,-0.344,2.07,Changeup,CH
swinging_strike,84.6,1.483,2.208,Cutter,FC
foul,94.901,0.211,2.166,Four-seam FB,FF
hit_into_play,77.78,0.374,1.702,Curveball,CU
foul,72.7,-0.225,0.329,Curveball,CU
swinging_strike,77.9,0.686,2.478,Slider,SL
swinging_strike,74.6,-0.274,1.357,Curveball,CU
foul,90.444,-0.684,2.189,Two-seam FB,FT
swinging_strike,87.2,-0.115,2.406,Four-seam FB,FF
foul,93.3,0.57,3.26,Sinker,SI
swinging_strike,94.2,-1.321,2.337,Two-seam FB,FT
hit_into_play,95.5,-0.139,2.013,Four-seam FB,FF
hit_into_play,86.3,1.075,2.357,Cutter,FC
foul,92.3,-0.338,2.065,Sinker,SI
foul,93.1,-0.58,1.72,Four-seam FB,FF
hit_into_play,91.2,-0.135,3.294,Cutter,FC
hit_into_play,94.363,-0.154,2.039,Two-seam FB,FT
hit_into_play,92.8,0.324,3.369,Cutter,FC
swinging_strike,88.382,1.302,2.089,Slider,SL
swinging_strike,93.477,0.64,2.54,Four-seam FB,FF
swinging_strike,89.4,-1.27,2.467,Sinker,SI
hit_into_play,86.2,-0.272,2.321,Changeup,CH
swinging_strike,87.6,0.336,1.948,Slider,SL
swinging_strike,82.4,0.539,2.335,Slider,SL
hit_into_play,88.438,0.116,3.341,Four-seam FB,FF
swinging_strike,77.4,0.665,1.383,Curveball,CU
swinging_strike,92,0.617,2.599,Four-seam FB,FF
foul,90.6,-1.035,1.071,Two-seam FB,FT
foul,90.8,0.606,2.29,Four-seam FB,FF
foul,73.4,1.074,2.282,Curveball,CU
foul,95.035,-0.054,2.581,Four-seam FB,FF
hit_into_play,90.9,0.918,1.652,Two-seam FB,FT
foul,89.1,-0.457,4.008,Four-seam FB,FF
foul,92.6,0.373,3.706,Four-seam FB,FF
swinging_strike,82.2,0.521,1.999,Slider,SL
foul,92.8,0.726,2.155,Four-seam FB,FF
swinging_strike,91.201,0.854,1.236,Cutter,FC
foul,94.8,0.946,3.251,Four-seam FB,FF
hit_into_play,92.442,0.678,2.286,Four-seam FB,FF
foul,90.6,-0.425,1.758,Four-seam FB,FF
foul,94.4,0.694,2.52,Four-seam FB,FF
foul,87.2,1.292,1.821,Splitter,FS
foul,89.5,-0.035,2.474,Four-seam FB,FF
hit_into_play,78.9,-0.324,2.056,Slider,SL
swinging_strike,84.077,1.394,1.143,Slider,SL
swinging_strike,77.8,0.041,1.625,Slider,SL
hit_into_play,90.9,0.034,1.567,Sinker,SI
foul,81.5,-0.295,3.25,Changeup,CH
hit_into_play,82.098,-0.054,3.414,Sinker,SI
swinging_strike,86.2,-0.34,1.09,Changeup,CH
foul,93.461,1.284,2.649,Four-seam FB,FF
hit_into_play,83.3,0.839,1.764,Knuckle Curve,KC
foul,88.9,0.104,3.523,Four-seam FB,FF
swinging_strike,80,0.738,0.988,Knuckle Curve,KC
hit_into_play,92.2,0.51,1.618,Cutter,FC
hit_into_play,76.4,0.728,2.091,Curveball,CU
foul,95.2,-0.089,3.433,Two-seam FB,FT
foul,88.8,-0.88,2.021,Four-seam FB,FF
hit_into_play,83.4,0.288,1.732,Slider,SL
hit_into_play,90.5,0.256,2.947,Four-seam FB,FF
swinging_strike,79.791,0.132,2.74,Changeup,CH
foul,84.3,0.417,1.734,Slider,SL
hit_into_play,76,-0.204,1.787,Slider,SL
swinging_strike,87.595,0.548,2.129,Slider,SL
swinging_strike,94.4,0.504,2.385,Four-seam FB,FF
swinging_strike,83.7,1.182,0.87,Slider,SL
foul,83.9,0.349,1.875,Slider,SL
foul,89.3,0.394,2.623,Slider,SL
hit_into_play,91.8,-0.757,2.344,Four-seam FB,FF
foul,94.8,0.84,2.608,Cutter,FC
hit_into_play,96.36,-0.367,2.94,Four-seam FB,FF
hit_into_play,91.244,0.368,2.859,Four-seam FB,FF
swinging_strike,81.3,0.933,1.435,Curveball,CU
foul,89.7,0.824,2.067,Four-seam FB,FF
foul,87.5,-0.101,2.174,Slider,SL
hit_into_play,92.9,-0.24,3.21,Four-seam FB,FF
swinging_strike,89.7,-0.321,1.141,Changeup,CH
foul,73.605,-0.528,1.145,Curveball,CU
foul,92.6,-0.327,2.895,Four-seam FB,FF
swinging_strike,84.6,0.198,2.287,Slider,SL
swinging_strike,88.9,1.531,1.357,Slider,SL
foul,90.8,-0.835,1.936,Four-seam FB,FF
swinging_strike,88,0.716,2.669,Cutter,FC
hit_into_play,91.6,0.35,1.044,Sinker,SI
foul,91.9,-0.223,2.835,Four-seam FB,FF
swinging_strike,90,0.353,3.611,Four-seam FB,FF
hit_into_play,79.9,0.306,1.964,Curveball,CU
hit_into_play,94.92,0.778,3.585,Four-seam FB,FF
foul,94.7,-0.244,1.438,Two-seam FB,FT
hit_into_play,90.3,-0.914,1.607,Four-seam FB,FF
foul,80.196,-0.875,3.267,Changeup,CH
foul,77,-0.941,1.833,Changeup,CH
foul,91.626,0.143,3.576,Two-seam FB,FT
foul,96.9,0.585,2.474,Four-seam FB,FF
foul,88.7,0.697,2.041,Cutter,FC
hit_into_play,91.8,0.907,1.524,Four-seam FB,FF
foul,83.12,1.294,2.73,Cutter,FC
foul,89.742,-0.503,2.319,Four-seam FB,FF
foul,90.4,-0.541,0.945,Sinker,SI
foul,90.5,0.066,3.281,Four-seam FB,FF
hit_into_play,82.3,-1.154,2.751,Changeup,CH
hit_into_play,88.8,-0.432,3.014,Four-seam FB,FF
foul,92.302,0.17,2.644,Sinker,SI
hit_into_play,92.1,0.533,1.937,Two-seam FB,FT
foul,84.2,1.266,1.461,Slider,SL
swinging_strike,91.5,-0.125,1.085,Splitter,FS
hit_into_play,82.4,-0.538,2.232,Changeup,CH
swinging_strike,80.674,0.076,2.821,Slider,SL
foul,88.049,0.073,2.194,Changeup,CH
foul,92.7,0.238,2.859,Four-seam FB,FF
hit_into_play,93.4,-0.792,2.425,Four-seam FB,FF
hit_into_play,85.354,0.434,1.601,Slider,SL
hit_into_play,79.4,0.388,2.859,Curveball,CU
hit_into_play,96,-0.246,1.788,Two-seam FB,FT
foul,88.1,-0.102,3.226,Cutter,FC
foul,83.131,-0.647,1.705,Splitter,FS
hit_into_play,79.6,-0.161,2.776,Curveball,CU
swinging_strike,92.01,0.505,2.472,Four-seam FB,FF
hit_into_play,92.7,0.26,1.2,Sinker,SI
foul,86.7,-1.032,2.522,Changeup,CH
hit_into_play,85,0.44,1.4,Cutter,FC
hit_into_play,92.9,0.301,2.713,Sinker,SI
foul,88.5,-0.598,2.788,Slider,SL
swinging_strike,78.3,0.431,1.623,Curveball,CU
hit_into_play,92.398,-0.19,2.735,Four-seam FB,FF
foul,83.457,0.212,1.797,Slider,SL
hit_into_play,96,-0.431,2.123,Four-seam FB,FF
hit_into_play,85.2,0.038,3.575,Slider,SL
foul,91.1,-1.566,2.419,Four-seam FB,FF
foul,93.496,0.443,1.665,Four-seam FB,FF
hit_into_play,79,-0.24,1.113,Curveball,CU
hit_into_play,85.7,0.714,2.922,Slider,SL
swinging_strike,82.7,-0.254,0.936,Changeup,CH
foul,96.1,-0.155,2.506,Four-seam FB,FF
swinging_strike,92.143,-0.011,1.202,Four-seam FB,FF
foul,80,-0.509,2.286,Changeup,CH
foul,90.7,0.128,2.643,Sinker,SI
hit_into_play,89,-0.154,1.795,Two-seam FB,FT
swinging_strike,83.6,0.154,1.308,Curveball,CU
hit_into_play,95.837,0.154,2.216,Four-seam FB,FF
foul,86,-1.344,2.124,Changeup,CH
foul,94.2,0.853,2.962,Two-seam FB,FT
hit_into_play,89.5,-0.173,1.804,Sinker,SI
foul,94.3,0.292,1.898,Four-seam FB,FF
swinging_strike,88.725,-0.632,1.216,Sinker,SI
swinging_strike,92.542,-0.045,3.31,Four-seam FB,FF
foul,89.1,0.018,2.443,Slider,SL
hit_into_play,93.166,-0.035,3.853,Four-seam FB,FF
foul,89.3,-0.548,2.339,Four-seam FB,FF
hit_into_play,90.2,0.79,2.367,Sinker,SI
swinging_strike,89.7,0.706,2.447,Four-seam FB,FF
hit_into_play,88.478,-0.968,2.316,Slider,SL
hit_into_play,89.4,-0.123,1.799,Changeup,CH
hit_into_play,92.7,0.044,2.66,Four-seam FB,FF
swinging_strike,80.4,1.208,1.24,Slider,SL
swinging_strike,77.8,0.144,1.598,Splitter,FS
foul,81.1,-1.341,2.374,Changeup,CH
foul,83.5,0.057,1.563,Changeup,CH
swinging_strike,97.7,0.397,2.768,Four-seam FB,FF
hit_into_play,94.1,-0.128,2.039,Two-seam FB,FT
foul,93.9,-0.491,2.094,Sinker,SI
swinging_strike,82.3,1.065,1.643,Changeup,CH
hit_into_play,91.9,0.563,2.632,Four-seam FB,FF
hit_into_play,53.1,-1.202,3.209,Knuckleball,KN
hit_into_play,92.6,0.137,2.831,Four-seam FB,FF
foul,91.3,0.487,2.095,Cutter,FC
foul,82.774,-0.337,2.047,Slider,SL
foul,92.4,-0.09,3.087,Four-seam FB,FF
foul,89.7,-0.49,2.049,Sinker,SI
foul,91.7,0.14,2.36,Four-seam FB,FF
foul,83.2,0.375,2.99,Slider,SL
hit_into_play,89.161,-0.367,1.331,Sinker,SI
hit_into_play,82.6,-0.576,2.104,Curveball,CU
foul,85.2,0.129,2.069,Changeup,CH
foul,80.9,-0.508,2.85,Slider,SL
swinging_strike,94.2,-0.27,2.938,Four-seam FB,FF
foul,89.5,0.551,2.415,Sinker,SI
foul,94.2,0.232,3.195,Four-seam FB,FF
foul,88,0.67,1.375,Changeup,CH
foul,94.9,0.744,2.583,Four-seam FB,FF
swinging_strike,73,0.236,1.946,Curveball,CU
hit_into_play,84.838,0.189,1.705,Slider,SL
swinging_strike,92,-0.884,1.666,Four-seam FB,FF
foul,96.2,0.223,2.416,Four-seam FB,FF
hit_into_play,90.6,0.134,2.944,Two-seam FB,FT
foul,79.488,0.405,0.934,Slider,SL
hit_into_play,73.4,0.261,1.133,Curveball,CU
hit_into_play,90.9,-0.154,1.586,Sinker,SI
swinging_strike,86.2,-0.912,1.661,Splitter,FS
hit_into_play,89.1,-1.101,2.585,Two-seam FB,FT
swinging_strike,93.666,-0.152,1.136,Sinker,SI
foul,86.6,1.036,2.464,Cutter,FC
hit_into_play,94.83,-0.576,2.508,Four-seam FB,FF
foul,82.1,0.681,2.001,Slider,SL
foul,82.75,-0.028,1.809,Changeup,CH
swinging_strike,82.4,0.423,1.051,Slider,SL
foul,95.8,-0.446,2.206,Four-seam FB,FF
swinging_strike,83.2,-0.2,3.06,Slider,SL
foul,94.3,0.376,2.218,Sinker,SI
swinging_strike,94.2,0.448,2.07,Four-seam FB,FF
hit_into_play,86.2,0.628,2.119,Slider,SL
hit_into_play,90.2,0.167,2.494,Sinker,SI
hit_into_play,85.3,0.882,2.572,Changeup,CH
hit_into_play,85.3,-0.146,1.902,Slider,SL
swinging_strike,79.7,-0.369,1.499,Changeup,CH
foul,82.829,-0.454,2.339,Splitter,FS
foul,93.9,0.333,2.122,Two-seam FB,FT
foul,95.844,0.494,3.093,Four-seam FB,FF
hit_into_play,89.97,-0.275,2.055,Slider,SL
swinging_strike,85.058,0.435,2.343,Cutter,FC
foul,95.2,0.583,2.072,Four-seam FB,FF
swinging_strike,76.6,0.589,-0.9,Curveball,CU
hit_into_play,91.6,0.475,1.876,Cutter,FC
foul,93.3,-0.454,3.553,Sinker,SI
foul,96.9,-0.274,3.284,Four-seam FB,FF
foul,92.7,-0.643,2.13,Two-seam FB,FT
swinging_strike,75,0.59,1.302,Slider,SL
hit_into_play,76.738,0.578,1.798,Slider,SL
hit_into_play,85.1,-0.319,1.956,Two-seam FB,FT
foul,85.131,0.369,1.72,Slider,SL
swinging_strike,85.1,0.25,1.582,Changeup,CH
swinging_strike,77.3,1.471,1.245,Slider,SL
hit_into_play,84.7,0.628,1.335,Cutter,FC
foul,92.7,-0.278,1.827,Two-seam FB,FT
foul,77.9,-0.667,2.612,Changeup,CH
swinging_strike,83.1,-0.293,1.306,Splitter,FS
swinging_strike,83.5,0.12,2.431,Slider,SL
foul,89.3,-0.181,3.32,Four-seam FB,FF
foul,90.7,-1.187,1.425,Four-seam FB,FF
foul,95.1,1.042,1.618,Four-seam FB,FF
foul,91.7,-0.163,3.513,Four-seam FB,FF
hit_into_play,93.4,0.66,1.93,Four-seam FB,FF
swinging_strike,81.5,1.68,1.98,Slider,SL
foul,80.5,-0.069,2.432,Slider,SL
hit_into_play,93.8,-1.182,1.695,Two-seam FB,FT
hit_into_play,92.2,0.753,3.126,Four-seam FB,FF
foul,88.415,0.398,3.263,Two-seam FB,FT
foul,91.2,0.603,2.716,Four-seam FB,FF
foul,85.3,0.468,1.576,Slider,SL
swinging_strike,83.2,-0.678,2.071,Changeup,CH
hit_into_play,89.133,0.704,2.817,Cutter,FC
hit_into_play,91.9,-1.15,2.751,Four-seam FB,FF
swinging_strike,88.704,1.153,1.212,Slider,SL
hit_into_play,93.6,0.555,1.855,Four-seam FB,FF
swinging_strike,93.341,1.547,1.93,Four-seam FB,FF
foul,90.5,-0.038,3.189,Two-seam FB,FT
hit_into_play,92.9,-0.532,1.991,Two-seam FB,FT
hit_into_play,83.3,0.489,1.616,Slider,SL
foul,81.7,0.947,2.497,Slider,SL
swinging_strike,93.1,0.577,2.913,Four-seam FB,FF
foul,78.9,-0.401,2.445,Knuckleball,KN
foul,95.7,-0.643,3.213,Four-seam FB,FF
foul,79,-0.449,3.237,Changeup,CH
foul,93.9,0.255,2.972,Four-seam FB,FF
hit_into_play,84.318,0.469,2.134,Changeup,CH
hit_into_play,92.6,0.527,2.099,Four-seam FB,FF
swinging_strike,94.563,-0.207,3.232,Four-seam FB,FF
foul,88.6,0.514,1.479,Cutter,FC
hit_into_play,91.8,-0.61,2.13,Two-seam FB,FT
foul,94.6,0.529,3.07,Four-seam FB,FF
hit_into_play,88.9,0.175,1.764,Four-seam FB,FF
hit_into_play,82.3,0.218,1.735,Slider,SL
hit_into_play,92.3,-0.031,2.148,Four-seam FB,FF
foul,83.7,0.242,1.578,Slider,SL
hit_into_play,87.4,0.501,1.787,Two-seam FB,FT
swinging_strike,89.6,-0.068,2.211,Sinker,SI
foul,95.8,0.08,3.72,Four-seam FB,FF
swinging_strike,94.072,0.378,2.635,Four-seam FB,FF
swinging_strike,96.7,-1.37,1.45,Two-seam FB,FT
foul,84.5,0.41,3.211,Slider,SL
hit_into_play,88,-1.202,2.747,Cutter,FC
swinging_strike,74.4,1.263,1.246,Curveball,CU
hit_into_play,91.5,-0.739,2.479,Four-seam FB,FF
swinging_strike,91.7,-0.239,2.835,Cutter,FC
swinging_strike,91.9,-0.649,1.412,Two-seam FB,FT
swinging_strike,93.5,0.135,3.647,Four-seam FB,FF
hit_into_play,92.8,0.324,2.94,Four-seam FB,FF
hit_into_play,91.1,0.187,2.564,Two-seam FB,FT
hit_into_play,94.5,-1.03,1.237,Four-seam FB,FF
hit_into_play,88.6,0.384,2.756,Four-seam FB,FF
hit_into_play,86.5,0.332,1.848,Slider,SL
foul,86.1,0.766,2.791,Cutter,FC
hit_into_play,90.2,-1.158,3.341,Two-seam FB,FT
swinging_strike,86.1,-0.595,2.127,Changeup,CH
foul,81.1,-0.744,2.353,Changeup,CH
hit_into_play,94.6,0.531,1.93,Four-seam FB,FF
swinging_strike,93.786,-1.27,1.99,Sinker,SI
foul,92.3,-1.097,2.599,Sinker,SI
hit_into_play,76.3,0.442,1.535,Curveball,CU
swinging_strike,95.4,0.332,3.613,Four-seam FB,FF
foul,86,-0.291,2.052,Changeup,CH
foul,84.943,-1.392,2.489,Slider,SL
swinging_strike,84.8,0.072,1.064,Slider,SL
foul,89.1,1.111,2.608,Cutter,FC
hit_into_play,94.6,-0.416,2.605,Four-seam FB,FF
swinging_strike,85.9,0.099,3.591,Slider,SL
swinging_strike,82.1,2.5,1.738,Slider,SL
foul,90.6,0.296,2.522,Four-seam FB,FF
swinging_strike,92.3,0.15,2.416,Four-seam FB,FF
hit_into_play,86.9,0.36,2.73,Cutter,FC
foul,92.2,0.452,1.076,Four-seam FB,FF
hit_into_play,85,-0.112,3.083,Slider,SL
swinging_strike,84.5,-0.357,1.425,Changeup,CH
hit_into_play,79.7,0.065,2.544,Cutter,FC
foul,98.8,0.236,3.801,Four-seam FB,FF
swinging_strike,86.472,1.967,1.782,Cutter,FC
hit_into_play,76.2,0.666,2.599,Curveball,CU
swinging_strike,86.6,0.776,1.687,Changeup,CH
hit_into_play,91.3,-0.852,2.467,Cutter,FC
swinging_strike,77.1,-0.26,1.332,Changeup,CH
swinging_strike,75.3,0.279,3.324,Slider,SL
swinging_strike,83.073,0.34,2.931,Slider,SL
hit_into_play,91.4,-0.053,1.882,Four-seam FB,FF
foul,94.15,-0.338,1.914,Four-seam FB,FF
swinging_strike,77.788,0.814,1.074,Slider,SL
hit_into_play,89.4,-0.472,2.039,Two-seam FB,FT
